season,game_id,game_date,week,posteam,defteam,qtr,time,score_differential,air_yards,pass_length,pass_location,qb_hit,sack,pass_defense,interception,expected_int_prob,expected_ints,desc
2025,2025_16_NYJ_NO,2025-12-21,16,NO,NYJ,3.0,00:47,3.0,20.0,deep,right,0,0,False,0,0.005726390051306076,0.005726390051306076,"(:47) (Shotgun) 6-T.Shough pass deep right to 12-C.Olave for 23 yards, TOUCHDOWN."
2025,2025_16_NYJ_NO,2025-12-21,16,NO,NYJ,4.0,11:23,10.0,26.0,deep,left,0,0,False,0,0.004873128476591992,0.004873128476591992,(11:23) (Shotgun) 6-T.Shough pass incomplete deep left to 12-C.Olave.
2025,2025_16_NYJ_NO,2025-12-21,16,NO,NYJ,4.0,11:18,10.0,24.0,deep,right,0,0,False,0,0.005705301913722494,0.005705301913722494,(11:18) (Shotgun) 6-T.Shough pass incomplete deep right to 11-D.Pettis.
2025,2025_16_NYJ_NO,2025-12-21,16,NO,NYJ,4.0,09:08,13.0,,,,1,1,False,0,0.0006241172907438706,0.0006241172907438706,(9:08) 6-T.Shough sacked at NYJ 44 for 0 yards (9-W.McDonald).
2025,2025_16_NYJ_NO,2025-12-21,16,NO,NYJ,4.0,08:27,13.0,4.0,short,left,1,0,False,0,0.004361344078483917,0.004361344078483917,(8:27) (Shotgun) 6-T.Shough pass short left to 83-J.Johnson to NYJ 37 for 7 yards (37-Q.Stiggers; 56-Q.Williams) [11-J.Johnson].
2025,2025_16_NYJ_NO,2025-12-21,16,NO,NYJ,4.0,06:26,13.0,1.0,short,right,0,0,False,0,0.0028065366188193713,0.0028065366188193713,(6:26) 6-T.Shough pass incomplete short right to 88-J.Stoll.
2025,2025_16_NYJ_NO,2025-12-21,16,NO,NYJ,4.0,06:21,13.0,3.0,short,left,0,0,False,0,0.002398787146094759,0.002398787146094759,"(6:21) (Shotgun) 6-T.Shough pass short left to 12-C.Olave to NYJ 20 for 11 yards (33-J.Clark). New York Jets challenged the runner was down by contact ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)"
2025,2025_16_NYJ_NO,2025-12-21,16,NO,NYJ,4.0,06:12,13.0,-4.0,short,middle,0,0,False,0,0.0031295417890288835,0.0031295417890288835,(6:12) (Shotgun) 6-T.Shough pass short middle to 15-M.Tipton to NYJ 18 for 2 yards (37-Q.Stiggers; 53-M.Walker).
2025,2025_16_NYJ_NO,2025-12-21,16,NO,NYJ,4.0,06:01,13.0,28.0,deep,left,1,0,False,0,0.009127558308861947,0.009127558308861947,(6:01) (Shotgun) 6-T.Shough pass incomplete deep left to 7-T.Hill [9-W.McDonald].
2025,2025_16_NYJ_NO,2025-12-21,16,NO,NYJ,4.0,05:56,13.0,-3.0,short,right,0,0,False,0,0.0027700085776981454,0.0027700085776981454,(5:56) (Shotgun) 6-T.Shough pass short right to 7-T.Hill to NYJ 21 for 7 yards (11-J.Johnson).
2025,2025_16_NYJ_NO,2025-12-21,16,NO,NYJ,4.0,02:00,16.0,35.0,deep,middle,0,0,False,0,0.006905982858154583,0.006905982858154583,"(2:00) (Shotgun) Direct snap to 7-T.Hill. 7-T.Hill pass deep middle to 12-C.Olave for 38 yards, TOUCHDOWN."
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,1.0,14:16,0.0,2.0,short,middle,0,0,False,0,0.0024804131174201113,0.0024804131174201113,(14:16) (Shotgun) 10-D.Maye pass short middle to 8-S.Diggs to NYJ 44 for 12 yards (56-Q.Williams).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,1.0,11:32,0.0,13.0,short,left,0,0,False,0,0.001969423038969367,0.001969423038969367,(11:32) (Shotgun) 10-D.Maye pass short left to 85-H.Henry to NYJ 2 for 13 yards (37-Q.Stiggers).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,1.0,10:46,0.0,2.0,short,right,0,0,False,0,0.002233342562683384,0.002233342562683384,"(10:46) 74-T.Munford reported in as eligible. 10-D.Maye pass short right to 81-A.Hooper for 2 yards, TOUCHDOWN."
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,1.0,08:39,7.0,8.0,short,right,0,0,False,0,0.0022087286336888888,0.0022087286336888888,(8:39) (Shotgun) 10-D.Maye pass short right to 18-K.Williams to NE 26 for 11 yards (44-J.Sherwood; 21-B.Stephens).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,1.0,07:20,7.0,6.0,short,middle,1,0,False,0,0.0046102111232134355,0.0046102111232134355,(7:20) (Shotgun) 10-D.Maye pass short middle to 86-E.Chism to NYJ 42 for 30 yards (33-J.Clark) [72-M.Clemons].
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,1.0,03:35,14.0,28.0,deep,right,0,0,False,0,0.0044137842204329735,0.0044137842204329735,(3:35) 10-D.Maye pass deep right to 8-S.Diggs pushed ob at NYJ 35 for 31 yards (37-Q.Stiggers).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,1.0,01:57,14.0,4.0,short,right,0,0,False,0,0.0021608609552804066,0.0021608609552804066,"(1:57) (Shotgun) 10-D.Maye pass short right to 18-K.Williams ran ob at NYJ 26 for 3 yards. New England challenged the short of the line to gain ruling, and the play was REVERSED. (Shotgun) 10-D.Maye pass short right to 18-K.Williams ran ob at NYJ 25 for 4 yards."
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,1.0,01:13,14.0,-3.0,short,left,0,0,False,0,0.0017874518214964575,0.0017874518214964575,(1:13) (Shotgun) 10-D.Maye pass short left to 3-D.Douglas to NYJ 20 for 10 yards (27-M.Moore).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,2.0,15:00,14.0,18.0,deep,left,0,0,False,0,0.003676125640364775,0.003676125640364775,"(15:00) (Shotgun) 10-D.Maye pass deep left to 38-R.Stevenson for 22 yards, TOUCHDOWN."
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,2.0,09:49,18.0,16.0,deep,middle,0,0,False,0,0.004916555472849097,0.004916555472849097,(9:49) 10-D.Maye pass deep middle to 8-S.Diggs to NE 47 for 21 yards (27-M.Moore). ** Injury Update: NYJ-37-Q.Stiggers has returned to the game.
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,2.0,03:03,18.0,0.0,short,left,0,0,False,0,0.0019183035719452623,0.0019183035719452623,"(3:03) 10-D.Maye pass short left to 8-S.Diggs for 3 yards, TOUCHDOWN."
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,2.0,01:44,25.0,15.0,short,right,0,0,True,0,0.8683943737193452,0.8683943737193452,(1:44) (Shotgun) 10-D.Maye pass incomplete short right to 18-K.Williams (27-M.Moore).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,2.0,01:35,25.0,4.0,short,middle,0,0,False,0,0.002513462031704139,0.002513462031704139,(1:35) (Shotgun) 10-D.Maye pass short middle to 38-R.Stevenson to NE 35 for 7 yards (56-Q.Williams).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,2.0,01:25,25.0,1.0,short,right,0,0,False,0,0.0021869231761530534,0.0021869231761530534,(1:25) (Shotgun) 10-D.Maye pass short right to 38-R.Stevenson ran ob at NE 42 for 7 yards (37-Q.Stiggers).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,2.0,01:17,25.0,12.0,short,right,1,0,False,0,0.004204197808053251,0.004204197808053251,(1:17) (Shotgun) 10-D.Maye pass short right to 8-S.Diggs to NYJ 32 for 26 yards (37-Q.Stiggers) [97-H.Phillips].
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,2.0,01:09,25.0,22.0,deep,middle,0,0,True,0,0.9356170983884963,0.9356170983884963,(1:09) (Shotgun) 10-D.Maye pass incomplete deep middle to 3-D.Douglas (11-J.Johnson).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,2.0,01:04,25.0,6.0,short,middle,0,0,False,0,0.0025427816464748993,0.0025427816464748993,(1:04) (Shotgun) 10-D.Maye pass short middle to 81-A.Hooper to NYJ 23 for 9 yards (33-J.Clark).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,2.0,00:44,25.0,3.0,short,middle,0,0,False,0,0.002517222917286446,0.002517222917286446,"(:44) (Shotgun) 10-D.Maye pass short middle to 8-S.Diggs to NYJ 13 for 8 yards (11-J.Johnson). Penalty on NYJ-37-Q.Stiggers, Defensive Holding, declined."
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,2.0,00:37,25.0,9.0,short,left,0,0,False,0,0.0019246504287101238,0.0019246504287101238,"(:37) (Shotgun) 10-D.Maye pass short left to 85-H.Henry for 13 yards, TOUCHDOWN."
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,3.0,09:43,32.0,,,,1,1,False,0,0.0004921016338249222,0.0004921016338249222,(9:43) 10-D.Maye sacked at NYJ 27 for -1 yards (99-K.Saunders).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,3.0,08:59,32.0,5.0,short,left,0,0,False,0,0.001882101235616661,0.001882101235616661,(8:59) (Shotgun) 10-D.Maye pass short left to 38-R.Stevenson pushed ob at NYJ 10 for 17 yards (27-M.Moore).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,3.0,08:21,32.0,10.0,short,right,0,0,False,0,0.0022770518862097106,0.0022770518862097106,"(8:21) 10-D.Maye pass short right to 86-E.Chism for 10 yards, TOUCHDOWN."
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,3.0,05:31,39.0,-2.0,short,right,0,0,False,0,0.002101635019075753,0.002101635019075753,(5:31) (Shotgun) 11-J.Dobbs pass short right to 85-H.Henry to NYJ 43 for 23 yards (69-P.Page).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,3.0,02:31,39.0,5.0,short,left,0,0,False,0,0.0018688823089787034,0.0018688823089787034,(2:31) (Shotgun) 11-J.Dobbs pass short left to 18-K.Williams to NYJ 23 for 5 yards (36-J.Taylor).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,4.0,13:33,32.0,2.0,short,left,0,0,False,0,0.001991300247538096,0.001991300247538096,(13:33) (Shotgun) 11-J.Dobbs pass short left to 38-R.Stevenson to NE 30 for 2 yards (33-J.Clark).
2025,2025_17_NE_NYJ,2025-12-28,17,NE,NYJ,4.0,02:39,32.0,34.0,deep,right,0,0,False,0,0.005384882875235318,0.005384882875235318,(2:39) (Shotgun) 11-J.Dobbs pass incomplete deep right to 18-K.Williams.
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,1.0,13:41,0.0,4.0,short,left,0,0,False,0,0.001871372919599475,0.001871372919599475,(13:41) 11-M.Trubisky pass short left to 88-D.Knox to BUF 42 for 7 yards (46-K.Smith).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,1.0,13:03,0.0,4.0,short,middle,0,0,False,0,0.002520934782401638,0.002520934782401638,(13:03) (Shotgun) 11-M.Trubisky pass short middle to 86-D.Kincaid to BUF 46 for 4 yards (56-Q.Williams).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,1.0,08:22,0.0,17.0,deep,right,0,0,False,0,0.004514639768301163,0.004514639768301163,"(8:22) 11-M.Trubisky pass deep right to 88-D.Knox for 17 yards, TOUCHDOWN."
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,1.0,06:29,7.0,10.0,short,left,0,0,False,0,0.001913743032214811,0.001913743032214811,(6:29) 11-M.Trubisky pass short left to 86-D.Kincaid pushed ob at NYJ 42 for 26 yards (46-K.Smith).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,1.0,05:20,7.0,14.0,short,middle,0,0,False,0,0.0026295088905412727,0.0026295088905412727,(5:20) (Shotgun) 11-M.Trubisky pass incomplete short middle to 0-K.Coleman.
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,1.0,05:14,7.0,5.0,short,left,0,0,False,0,0.001890395724885928,0.001890395724885928,(5:14) (Shotgun) 11-M.Trubisky pass short left to 13-G.Davis to NYJ 33 for 6 yards (39-S.Womack). ** Injury Update: BUF-26-Ty.Johnson has returned to the game.
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,1.0,02:29,7.0,-6.0,short,right,0,0,False,0,0.002171922376180779,0.002171922376180779,(2:29) (Shotgun) 11-M.Trubisky pass short right to 22-R.Davis pushed ob at BUF 42 for 21 yards (46-K.Smith).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,1.0,01:47,7.0,17.0,deep,left,0,0,False,0,0.003802216983695361,0.003802216983695361,(1:47) 11-M.Trubisky pass deep left to 86-D.Kincaid to NYJ 40 for 18 yards (39-S.Womack).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,1.0,00:20,7.0,0.0,short,left,0,0,False,0,0.0019127595741085322,0.0019127595741085322,(:20) 11-M.Trubisky pass short left to 85-J.Hawes to NYJ 34 for no gain (30-T.Brown).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,2.0,15:00,7.0,14.0,short,left,0,0,False,0,0.0020302427536308025,0.0020302427536308025,(15:00) (Shotgun) 11-M.Trubisky pass incomplete short left.
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,2.0,14:52,7.0,6.0,short,left,0,0,False,0,0.001966443323715698,0.001966443323715698,(14:52) (Shotgun) 11-M.Trubisky pass short left to 83-K.Latu to NYJ 27 for 7 yards (95-E.Watts).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,2.0,14:11,7.0,4.0,short,left,0,0,False,0,0.001959176144750248,0.001959176144750248,(14:11) (Shotgun) 11-M.Trubisky pass incomplete short left to 5-J.Palmer.
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,2.0,13:37,7.0,16.0,deep,left,0,0,False,0,0.00386632130995622,0.00386632130995622,(13:37) (Shotgun) 11-M.Trubisky pass incomplete deep left to 13-G.Davis.
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,2.0,13:34,7.0,4.0,short,middle,0,0,False,0,0.0026388448939603814,0.0026388448939603814,"(13:34) (Shotgun) 11-M.Trubisky pass short middle to 26-Ty.Johnson to NYJ 23 for 14 yards (39-S.Womack; 46-K.Smith). PENALTY on NYJ-46-K.Smith, Face Mask, 12 yards, enforced at NYJ 23."
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,2.0,12:29,7.0,-1.0,short,right,0,0,False,0,0.0022910880506082205,0.0022910880506082205,(12:29) 11-M.Trubisky pass short right to 5-J.Palmer to NYJ 6 for 1 yard (36-J.Taylor).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,2.0,07:51,14.0,11.0,short,right,0,0,False,0,0.0023610542086720805,0.0023610542086720805,(7:51) 11-M.Trubisky pass short right to 13-G.Davis to NYJ 33 for 18 yards (39-S.Womack).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,2.0,07:09,14.0,21.0,deep,right,0,0,False,0,0.004623682103243556,0.004623682103243556,(7:09) 11-M.Trubisky pass deep right to 41-R.Gilliam pushed ob at NYJ 11 for 22 yards (56-Q.Williams).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,2.0,05:47,14.0,3.0,short,left,0,0,False,0,0.0019622775970047487,0.0019622775970047487,(5:47) (Shotgun) 11-M.Trubisky pass short left to 13-G.Davis to NYJ 2 for 6 yards (39-S.Womack).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,2.0,05:04,14.0,0.0,short,right,0,0,False,0,0.0022986788554937966,0.0022986788554937966,"(5:04) 11-M.Trubisky pass short right to 22-R.Davis for 2 yards, TOUCHDOWN."
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,3.0,10:01,21.0,8.0,short,middle,0,0,True,0,0.8868606207248522,0.8868606207248522,(10:01) (Shotgun) 11-M.Trubisky pass incomplete short middle to 13-G.Davis (56-Q.Williams).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,3.0,09:57,21.0,9.0,short,right,0,0,False,0,0.0024259143455870958,0.0024259143455870958,(9:57) (Shotgun) 11-M.Trubisky pass short right to 13-G.Davis pushed ob at NYJ 13 for 9 yards (27-M.Moore).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,3.0,09:21,21.0,12.0,short,right,0,0,False,0,0.002465647505810456,0.002465647505810456,(9:21) 11-M.Trubisky pass short right to 0-K.Coleman to NYJ 1 for 12 yards (27-M.Moore).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,3.0,08:01,21.0,2.0,short,left,0,0,True,0,0.8523532392127774,0.8523532392127774,(8:01) 11-M.Trubisky pass incomplete short left to 5-J.Palmer (39-S.Womack).
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,3.0,07:57,21.0,2.0,short,left,0,0,False,0,0.002023601631969307,0.002023601631969307,(7:57) 11-M.Trubisky pass incomplete short left to 0-K.Coleman. NYJ-39-S.Womack was injured during the play.
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,3.0,07:52,21.0,2.0,short,right,0,0,False,0,0.002389839855356794,0.002389839855356794,"(7:52) 11-M.Trubisky pass short right to 13-G.Davis for 2 yards, TOUCHDOWN."
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,3.0,07:46,27.0,,,,0,0,False,0,0.0006102181553230883,0.0006102181553230883,TWO-POINT CONVERSION ATTEMPT. 11-M.Trubisky pass to 0-K.Coleman is complete. ATTEMPT SUCCEEDS.
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,3.0,06:43,29.0,19.0,deep,left,0,0,False,0,0.003868374668162149,0.003868374668162149,(6:43) (Shotgun) 11-M.Trubisky pass deep left to 0-K.Coleman to NYJ 31 for 37 yards (27-M.Moore; 46-K.Smith). ** Injury Update: NYJ-39-S.Womack has returned to the game.
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,3.0,05:53,29.0,3.0,short,left,0,0,False,0,0.001946184041989602,0.001946184041989602,"(5:53) (Shotgun) 11-M.Trubisky pass short left to 83-K.Latu to NYJ 20 for 11 yards (56-Q.Williams, 46-K.Smith). FUMBLES (46-K.Smith), RECOVERED by NYJ-39-S.Womack at NYJ 19. The Replay Official reviewed the runner was not down by contact ruling, and the play was REVERSED. (Shotgun) 11-M.Trubisky pass short left to 83-K.Latu to NYJ 21 for 10 yards (56-Q.Williams)."
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,4.0,12:09,29.0,0.0,short,right,0,0,False,0,0.002403364048888654,0.002403364048888654,"(12:09) 11-M.Trubisky pass short right to 26-Ty.Johnson for 6 yards, TOUCHDOWN."
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,4.0,12:05,35.0,,,,0,0,False,0,0.0006186025475922279,0.0006186025475922279,TWO-POINT CONVERSION ATTEMPT. 11-M.Trubisky pass to 22-R.Davis is incomplete. ATTEMPT FAILS.
2025,2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,4.0,04:32,27.0,-1.0,short,left,0,0,False,0,0.002162568742491985,0.002162568742491985,(4:32) 11-M.Trubisky pass short left to 83-K.Latu pushed ob at NYJ 39 for 14 yards (46-K.Smith).
