game_id,game_date,opponent,home_away,posteam,defteam,clock_display,score_display,down_distance,field_position_display,decision,best_decision,decision_matches_best,low_sample_flag,bucket_total_plays,bucket_min_plays,exp_wp_go_display,exp_wp_punt_display,exp_wp_field_goal_display,exp_wp_recommendation_edge,field_goal_chance,first_down_chance,break_even_first_down_chance,break_even_conflict_flag,break_even_conflict_reason,wp,post_wp,desc
2025_02_BUF_NYJ,2025-09-14,BUF,home,NYJ,BUF,Q4 - 09:48,Down 27,4th & 2,NYJ 47,go,punt,False,False,768.5,30.35,0.007830505729014921,0.4975212318021456,,0.48969072607313063,0.8851340103212918,0.5067567567567567,0.7126436781609196,False,,0.00010485157690709457,9.982612391468138e-05,(9:48) (Shotgun) 2-T.Taylor pass short right to 82-A.Smith to BUF 45 for 8 yards (8-T.Bernard).
2025_02_BUF_NYJ,2025-09-14,BUF,home,NYJ,BUF,Q4 - 08:30,Down 27,4th & 18,NYJ 47,punt,punt,True,False,319.15,26.45,,0.007620191375618098,,,0.6992481203007519,0.08296943231441048,0.2331002331002331,False,,8.970841736299917e-05,0.0001226663589477539,"(8:30) 14-A.McNamara punts 38 yards to BUF 15, Center-42-T.Hennessy, fair catch by 29-B.Codrington."
2025_02_BUF_NYJ,2025-09-14,BUF,home,NYJ,BUF,Q4 - 06:03,Down 27,4th & 4,BUF 48,go,go,True,False,245.05,28.45,0.01103129932312994,,,,0.6621205455345358,0.4358523725834798,,False,,0.00011495594662846997,0.00011669556988636032,(6:03) (Shotgun) 2-T.Taylor pass short right to 32-I.Davis to BUF 42 for 6 yards (98-T.Sanders).
2025_02_BUF_NYJ,2025-09-14,BUF,home,NYJ,BUF,Q4 - 03:30,Down 27,4th & 2,BUF 5,go,go,True,False,828.9000000000001,30.35,0.10783050572901492,,,,0.9498440124790017,0.5661764705882352,,False,,0.0005825498374179006,0.0012874603271484375,"(3:30) (Shotgun) 2-T.Taylor pass short left to 89-J.Ruckert for 5 yards, TOUCHDOWN."
2025_03_NYJ_TB,2025-09-21,TB,away,NYJ,TB,Q1 - 08:55,Tied,4th & 4,TB 20,field_goal,field_goal,True,False,355.90000000000003,30.0,0.41501765021610554,0.06331452690064485,0.5175167882116511,0.10249913799554561,0.9395973154362416,0.4584013050570963,0.9298737727910238,False,,0.4776080250740051,0.4889124631881714,"(8:55) 6-N.Folk 38 yard field goal is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara."
2025_03_NYJ_TB,2025-09-21,TB,away,NYJ,TB,Q2 - 14:04,Tied,4th & 5,TB 24,field_goal,field_goal,True,False,380.65,42.25,0.39198988552397696,0.12290465996625871,0.5088993119064873,0.11690942638251034,0.7597402597402597,0.48305084745762716,0.9125874125874126,False,,0.47217243909835815,0.5013630092144012,"(14:04) 6-N.Folk 42 yard field goal is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara."
2025_03_NYJ_TB,2025-09-21,TB,away,NYJ,TB,Q2 - 09:13,Down 4,4th & 1,NYJ 44,go,go,True,False,174.0,33.95,0.46961698693795567,0.4266213761952558,,0.042995610742699863,0.8019943019943019,0.5968586387434555,0.6983536051068422,True,recommended_go_but_below_break_even,0.2814711332321167,0.207844078540802,(9:13) 0-B.Allen up the middle to NYJ 43 for -1 yards (5-H.Reddick).
2025_03_NYJ_TB,2025-09-21,TB,away,NYJ,TB,Q2 - 05:50,Down 4,4th & 4,NYJ 24,punt,punt,True,False,259.9,44.2,0.41501765021610554,0.4179403920486828,,0.002922741832577236,0.8562176165803108,0.4584013050570963,0.5640260248388161,False,,0.2494799941778183,0.25368088483810425,"(5:50) 14-A.McNamara punts 46 yards to TB 30, Center-42-T.Hennessy. 19-K.Johnson to TB 30 for no gain (82-A.Smith)."
2025_03_NYJ_TB,2025-09-21,TB,away,NYJ,TB,Q2 - 01:31,Down 7,4th & 20,NYJ 25,punt,punt,True,False,115.1,26.45,,0.16762195398397312,,,0.738,0.14249363867684478,0.3285448369358839,False,,0.16737443208694458,0.19712930917739868,"(1:31) 14-A.McNamara punts 51 yards to TB 24, Center-42-T.Hennessy. 19-K.Johnson to TB 23 for -1 yards (37-Q.Stiggers)."
2025_03_NYJ_TB,2025-09-21,TB,away,NYJ,TB,Q3 - 00:35,Down 17,4th & 12,TB 47,go,punt,False,False,200.1,21.95,0.016112990218232797,0.07033037153439398,,0.054217381316161176,0.8871473354231975,0.4253731343283582,0.2994011976047904,False,,0.02900402806699276,0.013211309909820557,(:35) (Shotgun) 2-T.Taylor pass short right to 10-A.Lazard to TB 38 for 9 yards (23-T.Smith; 25-J.Parrish).
2025_03_NYJ_TB,2025-09-21,TB,away,NYJ,TB,Q4 - 03:46,Down 13,4th & 4,TB 4,go,go,True,False,214.5,23.7,0.2766137971866014,,,,1.0,0.8347826086956521,,False,,0.03951384127140045,0.11209582755886704,"(3:46) (Shotgun) 2-T.Taylor pass short right to 10-A.Lazard for 4 yards, TOUCHDOWN. The Replay Official reviewed the pass completion ruling, and the play was Upheld. The ruling on the field stands."
2025_04_NYJ_MIA,2025-09-29,MIA,away,NYJ,MIA,Q2 - 04:23,Down 10,4th & 5,MIA 36,go,field_goal,False,False,271.70000000000005,49.5,0.12123781220066632,0.09974205998123177,0.2209042131701884,0.09966640096952209,0.8560606060606062,0.24161073825503357,,False,,0.20179370045661926,0.14137184619903564,"(4:23) (Shotgun) 7-J.Fields sacked at MIA 47 for -11 yards (25-T.Dodson). FUMBLES (25-T.Dodson) [25-T.Dodson], RECOVERED by MIA-15-Ja.Phillips at NYJ 47. 15-Ja.Phillips to NYJ 43 for 4 yards (70-A.Membou)."
2025_04_NYJ_MIA,2025-09-29,MIA,away,NYJ,MIA,Q3 - 09:36,Down 14,4th & 1,MIA 43,go,field_goal,False,False,211.9,26.4,0.07422919129286684,0.5191090639855963,0.6426089789967251,0.12349991501112878,0.6395563770794824,0.8533834586466165,0.7854077253218884,False,,0.09140736609697342,0.19748061792493277,"(9:36) 7-J.Fields scrambles left end for 43 yards, TOUCHDOWN."
2025_04_NYJ_MIA,2025-09-29,MIA,away,NYJ,MIA,Q3 - 02:43,Down 14,4th & 7,NYJ 49,punt,punt,True,False,482.65,23.549999999999997,0.034492735990218217,0.07651546588689528,,0.04202272989667707,0.9541984732824428,0.32059447983014866,0.1490312965722802,False,,0.059021420776844025,0.0480535626411438,"(2:43) 14-A.McNamara punts 41 yards to MIA 10, Center-42-T.Hennessy, fair catch by 6-M.Washington."
2025_04_NYJ_MIA,2025-09-29,MIA,away,NYJ,MIA,Q4 - 13:14,Down 14,4th & 24,MIA 32,field_goal,field_goal,True,False,153.39999999999998,43.05,,0.02248838422026387,0.4286520024432908,0.40616361822302693,1.0,0.0878048780487805,0.729157569956925,False,,0.054966725409030914,0.0670466423034668,"(13:14) 6-N.Folk 50 yard field goal is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara."
2025_04_NYJ_MIA,2025-09-29,MIA,away,NYJ,MIA,Q4 - 07:13,Down 11,4th & 10,NYJ 31,punt,punt,True,False,150.0,31.15,0.07570905771176159,0.22439206215772733,,0.14868300444596574,0.8347622759158222,0.5089285714285715,,False,,0.04179226607084274,0.025727152824401855,"(7:13) 14-A.McNamara punts 43 yards to MIA 26, Center-42-T.Hennessy, downed by NYJ-82-A.Smith."
2025_05_DAL_NYJ,2025-10-05,DAL,home,NYJ,DAL,Q1 - 07:46,Tied,4th & 7,DAL 7,field_goal,field_goal,True,False,328.49999999999994,21.95,0.34921198642063794,0.021094070990201913,0.5050367855468307,0.1558247991261928,1.0,0.30523917995444194,0.8435054773082942,False,,0.6052650213241577,0.5903460681438446,"(7:46) 6-N.Folk 25 yard field goal is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara."
2025_05_DAL_NYJ,2025-10-05,DAL,home,NYJ,DAL,Q1 - 02:58,Tied,4th & 5,DAL 43,punt,field_goal,False,False,290.25,34.900000000000006,0.39198988552397696,0.30806512554685833,0.5226465801535746,0.13065669462959761,0.874609656497718,0.45748987854251016,0.7762863534675615,False,,0.4980166256427765,0.5316820740699768,"(2:58) 14-A.McNamara punts 33 yards to DAL 10, Center-42-T.Hennessy, fair catch by 16-J.Moreno-Cropper."
2025_05_DAL_NYJ,2025-10-05,DAL,home,NYJ,DAL,Q2 - 09:54,Down 7,4th & 29,NYJ 21,punt,punt,True,False,204.1,43.05,,0.1579801517830798,,,0.712846347607053,0.0878048780487805,0.28227500882121925,False,,0.2300139218568802,0.2763848900794983,"(9:54) 14-A.McNamara punts 58 yards to DAL 21, Center-42-T.Hennessy. 16-J.Moreno-Cropper to DAL 29 for 8 yards (43-C.Jones)."
2025_05_DAL_NYJ,2025-10-05,DAL,home,NYJ,DAL,Q2 - 00:36,Down 14,4th & 8,NYJ 24,punt,go,False,False,467.65,28.8,0.1873817583465789,0.0645821220241487,,0.12279963632243021,1.0,0.336283185840708,0.1855287569573284,False,,0.11037681251764297,0.0948743224143982,"(:36) 14-A.McNamara punts 43 yards to DAL 33, Center-42-T.Hennessy, fair catch by 16-J.Moreno-Cropper."
2025_05_DAL_NYJ,2025-10-05,DAL,home,NYJ,DAL,Q3 - 11:00,Down 20,4th & 17,NYJ 34,punt,punt,True,False,370.7,29.0,,0.0645205318178021,,,0.7533039647577092,0.09482758620689655,0.1282051282051282,False,,0.040740687400102615,0.04667079448699951,"(11:00) 14-A.McNamara punts 42 yards to DAL 24, Center-42-T.Hennessy, fair catch by 16-J.Moreno-Cropper. PENALTY on DAL-83-J.Brooks, Offensive Holding, 10 yards, enforced at DAL 24."
2025_05_DAL_NYJ,2025-10-05,DAL,home,NYJ,DAL,Q3 - 05:21,Down 20,4th & 1,DAL 47,go,punt,False,False,211.9,26.4,0.07422919129286684,0.7415843771222805,,0.6673551858294137,0.6395563770794824,0.8533834586466165,0.7854077253218884,False,,0.03530875965952873,0.016707956790924072,(5:21) 7-J.Fields pass incomplete short left to 47-A.Beck (59-K.Murray) [35-M.Liufau].
2025_05_DAL_NYJ,2025-10-05,DAL,home,NYJ,DAL,Q3 - 01:01,Down 27,4th & 16,DAL 30,field_goal,field_goal,True,False,190.8,29.15,,0.0022860574126854294,0.49764711938868905,0.4953610619760036,0.6992481203007519,0.08296943231441048,0.7668997668997669,False,,0.0007386105135083199,0.0008646845817565918,"(1:01) 6-N.Folk 48 yard field goal is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara."
2025_05_DAL_NYJ,2025-10-05,DAL,home,NYJ,DAL,Q4 - 13:47,Down 24,4th & 1,DAL 44,go,punt,False,False,122.79999999999998,26.4,0.0118731679746738,0.5191090639855963,,0.5072358960109226,0.6395563770794824,0.857142857142857,0.6996996996996998,False,,0.0026522926054894924,0.0004978179931640625,"(13:47) (No Huddle) 7-J.Fields up the middle to DAL 44 for no gain (41-D.Ezeiruaku). Penalty on NYJ-70-A.Membou, Offensive Offside, declined. PENALTY on DAL-7-T.Diggs, Unsportsmanlike Conduct, 15 yards, enforced between downs."
2025_05_DAL_NYJ,2025-10-05,DAL,home,NYJ,DAL,Q4 - 08:41,Down 24,4th & 5,DAL 17,go,go,True,False,1157.5,28.45,0.003900167302825536,,,,0.9309075463683986,0.43585237258347975,,False,,0.00055944878840819,0.001814133021980524,(8:41) (Shotgun) 7-J.Fields pass short middle to 20-B.Hall to DAL 1 for 16 yards (2-J.Thomas; 59-K.Murray).
2025_06_DEN_NYJ,2025-10-12,DEN,home,NYJ,DEN,Q1 - 11:05,Tied,4th & 7,DEN 34,field_goal,field_goal,True,False,335.2,21.95,0.34921198642063794,0.2109407099020191,0.4797050430003548,0.13049305657971688,0.7557755775577557,0.16363636363636364,0.6774193548387097,False,,0.6314274072647095,0.6567721962928772,"(11:05) 6-N.Folk 52 yard field goal is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara."
2025_06_DEN_NYJ,2025-10-12,DEN,home,NYJ,DEN,Q1 - 04:59,Tied,4th & 9,DEN 23,field_goal,field_goal,True,False,353.45,31.8,0.16220059685547356,0.12548912308801924,0.47623530625359817,0.3140347093981246,0.7832699619771863,0.2786259541984733,0.7672090447514146,False,,0.659660279750824,0.6573100686073303,"(4:59) 6-N.Folk 41 yard field goal is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara."
2025_06_DEN_NYJ,2025-10-12,DEN,home,NYJ,DEN,Q2 - 13:35,Down 4,4th & 5,NYJ 31,punt,punt,True,False,283.7,28.35,0.39198988552397696,0.40285020546307637,,0.010860319939099417,0.874609656497718,0.48305084745762716,0.5789055201973108,False,,0.39358529448509216,0.42504316568374634,"(13:35) 14-A.McNamara punts 53 yards to DEN 16, Center-42-T.Hennessy. 19-M.Mims to DEN 21 for 5 yards (89-J.Ruckert; 27-M.Moore)."
2025_06_DEN_NYJ,2025-10-12,DEN,home,NYJ,DEN,Q2 - 07:55,Down 4,4th & 18,NYJ 12,punt,punt,True,False,213.9,23.35,,0.35734205017417114,,,0.8581488933601609,0.18781725888324874,0.6383237651450275,False,,0.3478374481201172,0.39421749114990234,"(7:55) 14-A.McNamara punts 53 yards to DEN 35, Center-42-T.Hennessy. 19-M.Mims to DEN 41 for 6 yards (27-M.Moore)."
2025_06_DEN_NYJ,2025-10-12,DEN,home,NYJ,DEN,Q2 - 01:04,Down 4,4th & 1,NYJ 37,go,go,True,False,155.65,24.35,0.42272516011253586,0.41887457622884483,,0.0038505838836910278,0.8019943019943019,0.8173076923076923,0.6098768932512665,False,,0.41898176074028015,0.4552050530910492,(1:04) (Punt formation) Direct snap to 20-B.Hall. 20-B.Hall up the middle to NYJ 38 for 1 yard (47-K.Reid).
2025_06_DEN_NYJ,2025-10-12,DEN,home,NYJ,DEN,Q3 - 10:29,Down 4,4th & 8,DEN 20,field_goal,field_goal,True,False,314.5,22.75,0.23867463031374328,0.06234683381905339,0.5503543527009562,0.311679722387213,1.0,0.32967032967032966,0.8473282442748091,False,,0.45051097869873047,0.45439600944519043,"(10:29) 6-N.Folk 38 yard field goal is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara."
2025_06_DEN_NYJ,2025-10-12,DEN,home,NYJ,DEN,Q3 - 05:13,Down 1,4th & 8,DEN 45,punt,punt,True,False,186.5,22.75,0.23867463031374328,0.2993867263012067,,0.06071209598746344,0.8409455128205129,0.32967032967032966,0.4347551030330111,False,,0.4995507597923279,0.48861193656921387,"(5:13) 14-A.McNamara punts 42 yards to DEN 3, impetus ends at DEN 2, Center-42-T.Hennessy, downed by NYJ-34-K.Nwangwu."
2025_06_DEN_NYJ,2025-10-12,DEN,home,NYJ,DEN,Q3 - 02:49,Up 1,4th & 13,NYJ 33,punt,punt,True,False,156.6,32.0,0.09606079545042973,0.6755985577397426,,0.579537762289313,0.85625,0.2375,,False,,0.5822371244430542,0.5583955943584442,"(2:49) 14-A.McNamara punts 49 yards to DEN 18, Center-42-T.Hennessy, fair catch by 19-M.Mims."
2025_06_DEN_NYJ,2025-10-12,DEN,home,NYJ,DEN,Q4 - 15:00,Up 1,4th & 14,NYJ 20,punt,punt,True,False,235.9,59.1,0.10741529421134342,0.6182051881038396,,0.5107898938924962,0.85625,0.1914893617021277,,False,,0.5315536260604858,0.5423839688301086,"(15:00) 14-A.McNamara punts 55 yards to DEN 25, Center-42-T.Hennessy, fair catch by 19-M.Mims."
2025_06_DEN_NYJ,2025-10-12,DEN,home,NYJ,DEN,Q4 - 10:23,Up 1,4th & 1,NYJ 30,punt,go,False,False,122.55000000000001,21.05,0.7078822385033067,0.6706450314737287,,0.037237207029578,0.8657957244655582,0.6342042755344418,0.8389694041867954,True,recommended_go_but_below_break_even,0.577547550201416,0.5378657579421997,"(10:23) 14-A.McNamara punts 44 yards to DEN 26, Center-42-T.Hennessy, fair catch by 19-M.Mims."
2025_06_DEN_NYJ,2025-10-12,DEN,home,NYJ,DEN,Q4 - 03:43,Down 2,4th & 17,NYJ 26,punt,punt,True,False,208.60000000000002,26.45,,0.3756787544290825,,,0.8581488933601609,0.18781725888324874,0.6859712113250178,False,,0.27558398246765137,0.273945689201355,"(3:43) 14-A.McNamara punts 58 yards to DEN 16, Center-42-T.Hennessy, downed by NYJ-42-T.Hennessy."
2025_06_DEN_NYJ,2025-10-12,DEN,home,NYJ,DEN,Q4 - 01:14,Down 2,4th & 8,DEN 44,go,go,True,False,186.5,22.75,0.4186746303137433,0.2993867263012067,,0.11928790401253658,0.8409455128205129,0.32967032967032966,0.4347551030330111,True,recommended_go_but_below_break_even,0.350935161113739,0.05222111940383911,(1:14) (Shotgun) 7-J.Fields sacked at NYJ 44 for -12 yards (sack split by 0-J.Cooper and 22-B.Jones).
2025_07_CAR_NYJ,2025-10-19,CAR,home,NYJ,CAR,Q1 - 12:19,Tied,4th & 5,CAR 33,go,field_goal,False,False,384.59999999999997,46.2,0.39198988552397696,0.20484109994376454,0.49570975052716926,0.1037198650031923,0.8057742782152231,0.44274809160305345,0.6978851963746224,False,,0.5428124666213989,0.48386120796203613,(12:19) (Shotgun) 7-J.Fields pass incomplete short right to 83-J.Reynolds.
2025_07_CAR_NYJ,2025-10-19,CAR,home,NYJ,CAR,Q1 - 02:54,Down 3,4th & 5,NYJ 43,punt,punt,True,False,287.25,31.9,0.39198988552397696,0.4511951112821932,,0.05920522575821624,0.874609656497718,0.48305084745762716,0.7636594621858123,False,,0.3866208493709564,0.3998541831970215,"(2:54) 14-A.McNamara punts 50 yards to CAR 7, Center-42-T.Hennessy, downed by NYJ-34-K.Nwangwu."
2025_07_CAR_NYJ,2025-10-19,CAR,home,NYJ,CAR,Q2 - 11:06,Down 3,4th & 4,CAR 16,field_goal,field_goal,True,False,355.90000000000003,30.0,0.41501765021610554,0.06331452690064485,0.5175167882116511,0.10249913799554561,0.7483443708609272,0.4584013050570963,0.9298737727910238,False,,0.4643828570842743,0.5068817138671875,"(11:06) 6-N.Folk 34 yard field goal is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara."
2025_07_CAR_NYJ,2025-10-19,CAR,home,NYJ,CAR,Q2 - 07:48,Tied,4th & 7,NYJ 16,punt,punt,True,False,193.95,21.5,0.34921198642063794,0.36968429656915885,,0.02047231014852091,0.8488372093023255,0.30523917995444194,0.5064336420073134,False,,0.4466010630130768,0.44304823875427246,"(7:48) 14-A.McNamara punts 47 yards to CAR 37, Center-42-T.Hennessy. 23-T.Etienne to CAR 48 for 11 yards (54-J.Weston; 89-J.Ruckert)."
2025_07_CAR_NYJ,2025-10-19,CAR,home,NYJ,CAR,Q2 - 03:56,Tied,4th & 3,NYJ 11,punt,go,False,False,525.6,108.45,0.4601669536631482,0.42424513593299795,,0.03592181773015024,0.8941526800216568,0.46795758414015676,0.40361307218407266,False,,0.4505866765975952,0.44304823875427246,"(3:56) 14-A.McNamara punts 56 yards to CAR 33, Center-42-T.Hennessy. 23-T.Etienne pushed ob at CAR 48 for 15 yards (27-M.Moore)."
2025_07_CAR_NYJ,2025-10-19,CAR,home,NYJ,CAR,Q3 - 07:16,Down 10,4th & 7,CAR 46,punt,punt,True,False,216.2,25.4,0.12149711886433269,0.2002781057193106,,0.0787809868549779,0.8739746457867263,0.5511811023622047,0.38214009426485995,False,,0.17344023287296295,0.1763342022895813,"(7:16) 14-A.McNamara punts 38 yards to CAR 8, Center-42-T.Hennessy, downed by NYJ-53-M.Walker."
2025_07_CAR_NYJ,2025-10-19,CAR,home,NYJ,CAR,Q4 - 06:30,Down 10,4th & 3,CAR 29,field_goal,field_goal,True,False,244.45,57.05,0.1617279151293018,,0.26981386409110925,0.10808594896180745,0.9314079422382672,0.505581089954038,0.9419616947185142,False,,0.083863265812397,0.11650651693344116,"(6:30) 6-N.Folk 47 yard field goal is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara."
2025_07_CAR_NYJ,2025-10-19,CAR,home,NYJ,CAR,Q4 - 01:55,Down 7,4th & 10,NYJ 14,punt,punt,True,False,259.54999999999995,54.699999999999996,0.07570905771176159,0.19307598373677262,,0.11736692602501103,0.8347622759158222,0.31261425959780625,0.6654166556951835,False,,0.05958881229162216,0.01576894521713257,"(1:55) 14-A.McNamara punts 52 yards to CAR 34, Center-42-T.Hennessy. 23-T.Etienne pushed ob at CAR 43 for 9 yards (47-A.Beck)."
2025_08_NYJ_CIN,2025-10-26,CIN,away,NYJ,CIN,Q1 - 08:20,Down 3,4th & 1,NYJ 37,go,go,True,False,143.55,22.45,0.4581770871689166,0.45553645594063813,,0.002640631228278456,0.8019943019943019,0.7906458797327395,0.7826874208891668,False,,0.3898085951805115,0.29854726791381836,(8:20) 20-B.Hall right end to NYJ 35 for -2 yards (49-B.Carter).
2025_08_NYJ_CIN,2025-10-26,CIN,away,NYJ,CIN,Q1 - 03:02,Down 10,4th & 9,NYJ 37,punt,punt,True,False,216.45,60.7,0.16220059685547356,0.19305402172899075,,0.030853424873517193,0.9062500000000001,0.27893175074183973,0.2773377468514205,False,,0.19344334304332733,0.198330819606781,"(3:02) 14-A.McNamara punts 38 yards to CIN 25, Center-42-T.Hennessy, fair catch by 15-C.Jones."
2025_08_NYJ_CIN,2025-10-26,CIN,away,NYJ,CIN,Q2 - 12:17,Down 10,4th & 1,CIN 28,field_goal,field_goal,True,False,157.3,37.55,0.24805567637343398,0.06572314927982902,0.6426089789967251,0.39455330262329114,0.8678571428571429,0.6349809885931559,0.7840172786177106,False,,0.22835814952850342,0.26104307174682617,"(12:17) 6-N.Folk 46 yard field goal is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara."
